address,sold_price,bathroom_ct,bedroom_ct,home_sqft,sold_date,image_url,lat,lng,home_type,year_built,heating_type,parking_info,lot_sqft,zipcode
"1615 E Bluefield Ave, Phoenix, AZ 85022",297000.0,2.0,3.0,1197.0,8/26/2020,,33.62713,-112.05181,,,,,,85022
"815 E Grovers Ave UNIT 32, Phoenix, AZ 85022",235000.0,2.5,3.0,1548.0,8/26/2020,,33.62713,-112.05181,,,,,,85022
"13014 N 19th Way, Phoenix, AZ 85022",155000.0,2.0,2.0,1344.0,8/26/2020,,33.62713,-112.05181,,,,,,13014
"16615 N 23rd Pl, Phoenix, AZ 85022",320000.0,2.0,3.0,1570.0,8/26/2020,,33.62713,-112.05181,,,,,,16615
"18414 N 5th Pl, Phoenix, AZ 85022",112000.0,2.0,2.0,1465.0,8/25/2020,,33.62713,-112.05181,,,,,,18414
"16623 N 19th Pl, Phoenix, AZ 85022",274500.0,2.0,3.0,1240.0,8/25/2020,,33.62713,-112.05181,,,,,,16623
"702 E Rose Marie Ln, Phoenix, AZ 85022",275000.0,3.0,3.0,1575.0,8/24/2020,,33.62713,-112.05181,,,,,,85022
"1917 E Ludlow Dr, Phoenix, AZ 85022",320000.0,2.0,3.0,1812.0,8/24/2020,,33.62713,-112.05181,,,,,,85022
"18409 N 14th St, Phoenix, AZ 85022",592000.0,3.0,3.0,2460.0,8/24/2020,,33.62713,-112.05181,,,,,,18409
"2207 E Edna Ave, Phoenix, AZ 85022",360000.0,3.0,4.0,2151.0,8/24/2020,,33.62713,-112.05181,,,,,,85022
"16605 N 23rd Pl, Phoenix, AZ 85022",330000.0,1.75,3.0,1644.0,8/21/2020,,33.62713,-112.05181,,,,,,16605
"15811 N 17th Way, Phoenix, AZ 85022",507500.0,3.0,4.0,2953.0,8/21/2020,,33.62713,-112.05181,,,,,,15811
"2205 E Linda Ct, Phoenix, AZ 85022",218000.0,1.5,2.0,1016.0,8/21/2020,,33.62713,-112.05181,,,,,,85022
"15811 N 17th Dr, Phoenix, AZ 85023",507500.0,3.0,5.0,2953.0,8/21/2020,,33.62713,-112.05181,,,,,,15811
"403 E Le Marche Ave, Phoenix, AZ 85022",550000.0,3.0,5.0,2362.0,8/21/2020,,33.62713,-112.05181,,,,,,85022
"18228 N 8th St, Phoenix, AZ 85022",270000.0,2.0,2.0,1029.0,8/21/2020,,33.62713,-112.05181,,,,,,18228
"15008 N 22nd St, Phoenix, AZ 85022",232000.0,2.0,3.0,1215.0,8/21/2020,,33.62713,-112.05181,,,,,,15008
"750 E Morningside Dr, Phoenix, AZ 85022",167000.0,1.0,2.0,858.0,8/20/2020,,33.62713,-112.05181,,,,,,85022
"1256 E Redfield Rd, Phoenix, AZ 85022",384000.0,3.0,4.0,2002.0,8/20/2020,,33.62713,-112.05181,,,,,,85022
"2240 E Angela Dr, Phoenix, AZ 85022",319000.0,2.0,5.0,1920.0,8/20/2020,,33.62713,-112.05181,,,,,,85022
"1974 E Bluefield Ave, Phoenix, AZ 85022",350000.0,3.0,4.0,2177.0,8/20/2020,,33.62713,-112.05181,,,,,,85022
"860 E Paradise Ln, Phoenix, AZ 85022",410000.0,2.0,3.0,1786.0,8/20/2020,,33.62713,-112.05181,,,,,,85022
"2307 E Claire Dr, Phoenix, AZ 85022",355555.0,2.0,3.0,1987.0,8/20/2020,,33.62713,-112.05181,,,,,,85022
"1344 E Libby St, Phoenix, AZ 85022",325000.0,2.0,3.0,1531.0,8/19/2020,,33.62713,-112.05181,,,,,,85022
"1920 E Bell Rd UNIT 1035, Phoenix, AZ 85022",223950.0,2.0,3.0,1439.0,8/19/2020,,33.62713,-112.05181,,,,,,85022
"2327 E Evans Dr, Phoenix, AZ 85022",275000.0,3.0,3.0,1859.0,8/18/2020,,33.62713,-112.05181,,,,,,85022
"13019 N 23rd Pl, Phoenix, AZ 85022",400000.0,2.0,3.0,2009.0,8/18/2020,https://photos.zillowstatic.com/fp/a92a496ed96b1b88fe8fb3dc8084296e-p_e.jpg,33.62713,-112.05181,,,,,,13019
"2327 E Evans Dr, Phoenix, AZ 85022",275000.0,3.0,3.0,1859.0,8/18/2020,,33.62713,-112.05181,,,,,,85022
"1520 E Grovers Ave, Phoenix, AZ 85022",650000.0,3.0,4.0,2736.0,8/18/2020,https://photos.zillowstatic.com/p_e/ISb99qsg7clhqf1000000000.jpg,33.62713,-112.05181,,,,,,85022
"17805 N 14th St, Phoenix, AZ 85022",283000.0,2.0,2.0,2000.0,8/17/2020,https://photos.zillowstatic.com/p_e/ISvoq9m6ajktd60000000000.jpg,33.62713,-112.05181,,,,,,17805
"2027 E Hillery Dr, Phoenix, AZ 85022",297500.0,2.0,3.0,1454.0,8/17/2020,https://photos.zillowstatic.com/fp/83d8504743e6d2c3a3c8793ad24884c4-p_e.jpg,33.62713,-112.05181,,,,,,85022
"17017 N 12th St UNIT 2039, Phoenix, AZ 85022",187000.0,2.0,2.0,1214.0,8/17/2020,https://photos.zillowstatic.com/fp/97716facbbfefcb0232431af4edd1808-p_e.jpg,33.62713,-112.05181,,,,,,17017
"17209 N 14th St, Phoenix, AZ 85022",190000.0,2.0,3.0,1848.0,8/17/2020,https://photos.zillowstatic.com/fp/5ef130f0a2a17d366a3240cbc2ec42bc-p_e.jpg,33.62713,-112.05181,,,,,,17209
"1734 E Sandra Ter, Phoenix, AZ 85022",210000.0,1.0,2.0,824.0,8/17/2020,https://photos.zillowstatic.com/fp/75b1bda28e61b3926db8c46a0c4676c0-p_e.jpg,33.62713,-112.05181,,,,,,85022
"2150 E Bell Rd UNIT 1010, Phoenix, AZ 85022",228000.0,3.0,2.0,1196.0,8/14/2020,,33.62713,-112.05181,,,,,,85022
"15254 N 12th St, Phoenix, AZ 85022",745000.0,3.5,5.0,4026.0,8/14/2020,,33.62713,-112.05181,,,,,,15254
"1850 E Anderson Dr, Phoenix, AZ 85022",318000.0,4.0,4.0,1793.0,8/14/2020,,33.62713,-112.05181,,,,,,85022
"1311 E Villa Theresa Dr, Phoenix, AZ 85022",468000.0,3.0,4.0,2404.0,8/13/2020,,33.62713,-112.05181,,,,,,85022
"2214 E Everett Dr, Phoenix, AZ 85022",310000.0,1.75,4.0,1831.0,8/13/2020,,33.62713,-112.05181,,,,,,85022
"1910 E Sharon Dr, Phoenix, AZ 85022",325000.0,3.0,4.0,1910.0,8/13/2020,,33.62713,-112.05181,,,,,,85022
"16825 N 14th St UNIT 81, Phoenix, AZ 85022",238000.0,3.0,2.0,1144.0,8/13/2020,,33.62713,-112.05181,,,,,,16825
"1521 E Grovers Ave, Phoenix, AZ 85022",203500.0,2.0,3.0,1597.0,8/12/2020,,33.62713,-112.05181,,,,,,85022
"732 E Eugie Ave, Phoenix, AZ 85022",177000.0,1.0,2.0,1036.0,8/12/2020,,33.62713,-112.05181,,,,,,85022
"1720 E Thunderbird Rd UNIT 1108, Phoenix, AZ 85022",161000.0,2.0,2.0,810.0,8/12/2020,,33.62713,-112.05181,,,,,,85022
"1920 E Bell Rd UNIT 1023, Phoenix, AZ 85022",197400.0,2.0,3.0,1439.0,8/12/2020,,33.62713,-112.05181,,,,,,85022
"17618 N 22nd Pl, Phoenix, AZ 85022",41000.0,0.0,0.0,988.0,8/10/2020,,33.62713,-112.05181,,,,,,17618
"14239 N 22nd St, Phoenix, AZ 85022",360000.0,3.0,4.0,2165.0,8/7/2020,,33.62713,-112.05181,,,,,,14239
"2124 E Helena Dr, Phoenix, AZ 85022",345000.0,3.0,4.0,2145.0,8/7/2020,,33.62713,-112.05181,,,,,,85022
"901 E Monte Cristo Ave, Phoenix, AZ 85022",355000.0,2.0,3.0,1555.0,8/7/2020,,33.62713,-112.05181,,,,,,85022
"13827 N 19th Pl, Phoenix, AZ 85022",450000.0,2.5,4.0,2345.0,8/7/2020,,33.62713,-112.05181,,,,,,13827
"2215 E Kelton Ln, Phoenix, AZ 85022",291000.0,2.0,3.0,1284.0,8/7/2020,,33.62713,-112.05181,,,,,,85022
"17435 N 15th Pl, Phoenix, AZ 85022",115000.0,2.0,2.0,1177.0,8/6/2020,,33.62713,-112.05181,,,,,,17435
"13820 N 7th Way, Phoenix, AZ 85022",358559.0,2.5,3.0,1912.0,8/6/2020,,33.62713,-112.05181,,,,,,13820
"12654 N 17th Pl, Phoenix, AZ 85022",840000.0,3.0,4.0,3410.0,8/6/2020,,33.62713,-112.05181,,,,,,12654
"1824 E Sandra Ter, Phoenix, AZ 85022",255000.0,2.0,2.0,1056.0,8/6/2020,,33.62713,-112.05181,,,,,,85022
"15434 N 2nd Pl, Phoenix, AZ 85022",184900.0,1.0,2.0,884.0,8/5/2020,,33.62713,-112.05181,,,,,,15434
"13206 N 12th Pl, Phoenix, AZ 85022",375000.0,2.0,4.0,1993.0,8/5/2020,,33.62713,-112.05181,,,,,,13206
"15628 N 22nd St, Phoenix, AZ 85022",270000.0,2.0,2.0,1608.0,8/5/2020,,33.62713,-112.05181,,,,,,15628
"727 E Kings Ave, Phoenix, AZ 85022",410000.0,4.0,4.0,2595.0,8/5/2020,,33.62713,-112.05181,,,,,,85022
"1902 E Kings Ave, Phoenix, AZ 85022",334900.0,3.0,4.0,2112.0,8/5/2020,,33.62713,-112.05181,,,,,,85022
"15410 N 2nd Way, Phoenix, AZ 85022",210000.0,2.0,3.0,1479.0,8/5/2020,,33.62713,-112.05181,,,,,,15410
"17811 N 17th Place, Phoenix, AZ 85022",66000.0,2.0,2.0,1152.0,8/4/2020,,33.62713,-112.05181,,,,,,17811
"14025 N 10th Pl, Phoenix, AZ 85022",496000.0,2.0,3.0,2099.0,8/4/2020,,33.62713,-112.05181,,,,,,14025
"14025 N 10th Pl, Phoenix, AZ 85022",496000.0,2.0,3.0,2099.0,8/4/2020,https://photos.zillowstatic.com/fp/331176ffe1a722bfb807b5ec421e6ab3-p_e.jpg,33.62713,-112.05181,,,,,,14025
"2103 E Helena Dr, Phoenix, AZ 85022",347000.0,2.0,3.0,1823.0,8/4/2020,https://photos.zillowstatic.com/fp/b17b4d9fe8dc88504d1bd60c1c2b4ee1-p_e.jpg,33.62713,-112.05181,,,,,,85022
"15841 N 23rd Pl, Phoenix, AZ 85022",275000.0,2.0,3.0,1271.0,8/4/2020,https://photos.zillowstatic.com/fp/e3861c677e0e0c9ad430814211d1e7a5-p_e.jpg,33.62713,-112.05181,,,,,,15841
"15045 N 19th Way, Phoenix, AZ 85022",520000.0,3.0,3.0,2096.0,8/3/2020,https://photos.zillowstatic.com/fp/865c2f0d23a2e58179603749dfaa50e3-p_e.jpg,33.62713,-112.05181,,,,,,15045
"1720 E Thunderbird Rd UNIT 1029, Phoenix, AZ 85022",170000.0,2.0,2.0,822.0,8/3/2020,https://photos.zillowstatic.com/fp/cba6eca4286d609e77493eeb798fbc77-p_e.jpg,33.62713,-112.05181,,,,,,85022
"15440 N 1st Pl, Phoenix, AZ 85022",207000.0,2.33,0.0,1350.0,8/3/2020,,33.62713,-112.05181,,,,,,15440
"1728 E Villa Maria Dr, Phoenix, AZ 85022",310000.0,2.0,3.0,1350.0,8/3/2020,https://photos.zillowstatic.com/fp/a7fe6298b6a8ecc795dd227fb2e373a7-p_e.jpg,33.62713,-112.05181,,,,,,85022
"2150 E Bell Rd UNIT 1041, Phoenix, AZ 85022",220000.0,2.0,2.0,1158.0,8/3/2020,https://photos.zillowstatic.com/fp/782286cefc474f771ea0569be313e089-p_e.jpg,33.62713,-112.05181,,,,,,85022
"12629 N 17th Pl, Phoenix, AZ 85022",620000.0,3.0,5.0,3458.0,7/31/2020,,33.62713,-112.05181,,,,,,12629
"2014 E Vista Dr, Phoenix, AZ 85022",299860.0,2.0,3.0,1589.0,7/31/2020,,33.62713,-112.05181,,,,,,85022
"937 E Villa Maria Dr, Phoenix, AZ 85022",245000.0,2.0,3.0,1088.0,7/31/2020,,33.62713,-112.05181,,,,,,85022
"18032 N 1st Pl, Phoenix, AZ 85022",205000.0,2.0,3.0,1513.0,7/31/2020,,33.62713,-112.05181,,,,,,18032
"18014 N 19th St, Phoenix, AZ 85022",50000.0,2.0,0.0,0.0,7/31/2020,,33.62713,-112.05181,,,,,,18014
"1201 E Michigan Ave, Phoenix, AZ 85022",325000.0,2.0,3.0,2156.0,7/31/2020,,33.62713,-112.05181,,,,,,85022
"2121 E Aire Libre Ave, Phoenix, AZ 85022",370000.0,2.0,3.0,1873.0,7/30/2020,,33.62713,-112.05181,,,,,,85022
"13215 N 20th St, Phoenix, AZ 85022",389900.0,2.5,3.0,2152.0,7/30/2020,,33.62713,-112.05181,,,,,,13215
"1113 E Acoma Dr, Phoenix, AZ 85022",342000.0,2.0,3.0,1684.0,7/30/2020,,33.62713,-112.05181,,,,,,85022
"1108 E Michigan Ave, Phoenix, AZ 85022",217000.0,2.0,2.0,1088.0,7/30/2020,,33.62713,-112.05181,,,,,,85022
"825 E Audrey Ln, Phoenix, AZ 85022",310000.0,2.5,3.0,2001.0,7/30/2020,,33.62713,-112.05181,,,,,,85022
"17225 N 6th Pl, Phoenix, AZ 85022",238900.0,2.0,2.0,1320.0,7/30/2020,,33.62713,-112.05181,,,,,,17225
"14258 N 23rd St, Phoenix, AZ 85022",252000.0,2.0,2.0,1398.0,7/30/2020,,33.62713,-112.05181,,,,,,14258
"16817 N 18th Pl, Phoenix, AZ 85022",315000.0,2.0,3.0,1231.0,7/30/2020,,33.62713,-112.05181,,,,,,16817
"14602 N 10th St, Phoenix, AZ 85022",445000.0,3.0,4.0,3000.0,7/30/2020,,33.62713,-112.05181,,,,,,14602
"14250 N 9th St, Phoenix, AZ 85022",497000.0,2.5,3.0,2163.0,7/29/2020,,33.62713,-112.05181,,,,,,14250
"2257 E Beverly Ln, Phoenix, AZ 85022",150000.0,1.0,2.0,704.0,7/29/2020,,33.62713,-112.05181,,,,,,85022
"1713 E Sandra Ter, Phoenix, AZ 85022",231000.0,2.0,2.0,910.0,7/29/2020,,33.62713,-112.05181,,,,,,85022
"1326 E Paradise Ln, Phoenix, AZ 85022",439900.0,2.0,4.0,1817.0,7/28/2020,,33.62713,-112.05181,,,,,,85022
"16638 N 16th Pl, Phoenix, AZ 85022",290000.0,2.0,3.0,1700.0,7/28/2020,,33.62713,-112.05181,,,,,,16638
"15225 N 20th St, Phoenix, AZ 85022",548000.0,2.0,3.0,2540.0,7/28/2020,,33.62713,-112.05181,,,,,,15225
"1702 E Bell Rd UNIT 187, Phoenix, AZ 85022",205000.0,3.0,2.0,1272.0,7/27/2020,,33.62713,-112.05181,,,,,,85022
"17843 N 19th Pl, Phoenix, AZ 85022",199900.0,2.0,3.0,2080.0,7/27/2020,,33.62713,-112.05181,,,,,,17843
"2308 E Acoma Dr, Phoenix, AZ 85022",320000.0,2.0,4.0,1433.0,7/27/2020,,33.62713,-112.05181,,,,,,85022
"2041 E Helena Dr, Phoenix, AZ 85022",372500.0,3.0,3.0,2091.0,7/27/2020,,33.62713,-112.05181,,,,,,85022
"1011 E Village Circle Dr N, Phoenix, AZ 85022",370000.0,2.0,3.0,1798.0,7/24/2020,https://photos.zillowstatic.com/fp/55ebdb61e8bf7071be12252b3325178c-p_e.jpg,33.62713,-112.05181,,,,,,85022
"1426 E Grovers Ave UNIT 5, Phoenix, AZ 85022",216000.0,2.5,2.0,1368.0,7/24/2020,https://photos.zillowstatic.com/fp/c6821885278c06a1310f1b863acb9ecb-p_e.jpg,33.62713,-112.05181,,,,,,85022
"1426 E Grovers Ave #105, Phoenix, AZ 85022",216000.0,2.5,2.0,1368.0,7/24/2020,https://photos.zillowstatic.com/fp/354d97fdd3e3f5bb4c4be61b7b3291fd-p_e.jpg,33.62713,-112.05181,,,,,,85022
"1233 E Charleston Ave, Phoenix, AZ 85022",352500.0,2.0,3.0,1640.0,7/24/2020,https://photos.zillowstatic.com/fp/72a7e381002492486babef197e120de7-p_e.jpg,33.62713,-112.05181,,,,,,85022
"2304 E Kelton Ln, Phoenix, AZ 85022",290000.0,2.0,3.0,1300.0,7/24/2020,https://photos.zillowstatic.com/fp/c63bb460eed4658760a577cae8f602da-p_e.jpg,33.62713,-112.05181,,,,,,85022
"1720 E Thunderbird Rd UNIT 2131, Phoenix, AZ 85022",142500.0,1.0,1.0,660.0,7/23/2020,https://photos.zillowstatic.com/fp/98eeb45b0f47214b95379dc28241fc26-p_e.jpg,33.62713,-112.05181,,,,,,85022
"17017 N 12th St UNIT 1019, Phoenix, AZ 85022",145000.0,1.0,1.0,757.0,7/23/2020,https://photos.zillowstatic.com/fp/1cb2d79ade5696078ffb5d7b123d3472-p_e.jpg,33.62713,-112.05181,,,,,,17017
"2006 E Aire Libre Ave, Phoenix, AZ 85022",340100.0,2.0,3.0,1414.0,7/23/2020,,33.62713,-112.05181,,,,,,85022
"815 E Grovers Ave UNIT 3, Phoenix, AZ 85022",215000.0,2.5,2.0,1390.0,7/23/2020,,33.62713,-112.05181,,,,,,85022
"2233 E Kelton Ln, Phoenix, AZ 85022",325000.0,2.0,3.0,1552.0,7/22/2020,,33.62713,-112.05181,,,,,,85022
"15824 N 22nd Way, Phoenix, AZ 85022",231000.0,1.0,2.0,910.0,7/22/2020,,33.62713,-112.05181,,,,,,15824
"1304 E Beverly Ln, Phoenix, AZ 85022",470000.0,2.5,3.0,2320.0,7/22/2020,,33.62713,-112.05181,,,,,,85022
"65 E Canterbury Ct, Phoenix, AZ 85022",505000.0,2.0,4.0,2232.0,7/22/2020,,33.62713,-112.05181,,,,,,85022
"17606 N 17th Pl UNIT 1076, Phoenix, AZ 85022",249000.0,2.5,3.0,1583.0,7/20/2020,,33.62713,-112.05181,,,,,,17606
"2020 E Villa Theresa Dr, Phoenix, AZ 85022",290000.0,2.5,3.0,1508.0,7/20/2020,,33.62713,-112.05181,,,,,,85022
"14030 N 8th Pl, Phoenix, AZ 85022",335000.0,2.0,4.0,1730.0,7/20/2020,,33.62713,-112.05181,,,,,,14030
"1809 E Hearn Rd, Phoenix, AZ 85022",320000.0,3.0,5.0,2222.0,7/20/2020,,33.62713,-112.05181,,,,,,85022
"17409 N 19th Run, Phoenix, AZ 85022",290000.0,2.5,3.0,1718.0,7/20/2020,,33.62713,-112.05181,,,,,,17409
"1108 E Paradise Ln, Phoenix, AZ 85022",385000.0,2.0,3.0,1931.0,7/17/2020,,33.62713,-112.05181,,,,,,85022
"1243 E Monte Cristo Ave, Phoenix, AZ 85022",585000.0,2.0,4.0,2656.0,7/17/2020,,33.62713,-112.05181,,,,,,85022
"13015 N 17th Pl, Phoenix, AZ 85022",950000.0,4.0,4.0,4100.0,7/17/2020,,33.62713,-112.05181,,,,,,13015
"15820 N 11th St, Phoenix, AZ 85022",550000.0,2.0,4.0,2820.0,7/17/2020,,33.62713,-112.05181,,,,,,15820
"1920 E Bell Rd UNIT 1124, Phoenix, AZ 85022",260000.0,3.5,4.0,2124.0,7/17/2020,,33.62713,-112.05181,,,,,,85022
"15626 N 8th Pl, Phoenix, AZ 85022",639000.0,3.5,4.0,4689.0,7/17/2020,,33.62713,-112.05181,,,,,,15626
"14425 N 5th Pl, Phoenix, AZ 85022",455000.0,3.0,3.0,2681.0,7/17/2020,,33.62713,-112.05181,,,,,,14425
"17817 N 5th Pl, Phoenix, AZ 85022",120000.0,2.0,2.0,1440.0,7/17/2020,,33.62713,-112.05181,,,,,,17817
"1508 E Villa Rita Dr, Phoenix, AZ 85022",304500.0,2.0,3.0,1505.0,7/16/2020,,33.62713,-112.05181,,,,,,85022
"814 E Coral Gables Dr, Phoenix, AZ 85022",519000.0,2.5,4.0,2644.0,7/16/2020,,33.62713,-112.05181,,,,,,85022
"16606 N 19th St, Phoenix, AZ 85022",325000.0,2.0,3.0,1373.0,7/16/2020,,33.62713,-112.05181,,,,,,16606
"17229 N 9th Pl, Phoenix, AZ 85022",378000.0,3.0,4.0,2196.0,7/15/2020,,33.62713,-112.05181,,,,,,17229
"15610 N 22nd St, Phoenix, AZ 85022",233000.0,2.0,2.0,1760.0,7/15/2020,,33.62713,-112.05181,,,,,,15610
"12839 N 18th Pl, Phoenix, AZ 85022",327000.0,2.0,3.0,1555.0,7/15/2020,,33.62713,-112.05181,,,,,,12839
"12615 N 22nd St, Phoenix, AZ 85022",275000.0,3.0,3.0,2392.0,7/15/2020,https://photos.zillowstatic.com/fp/dedf6b4eb81a3d892e6938cde0824815-p_e.jpg,33.62713,-112.05181,,,,,,12615
"17017 N 12th St UNIT 1055, Phoenix, AZ 85022",175000.0,2.0,2.0,1167.0,7/15/2020,https://photos.zillowstatic.com/fp/fe51843f32e8a261f088b7cb5a68aa59-p_e.jpg,33.62713,-112.05181,,,,,,17017
"17017 N 12th St UNIT 1042, Phoenix, AZ 85022",175000.0,2.0,2.0,1167.0,7/15/2020,https://photos.zillowstatic.com/fp/5b87ae07c9a889ae0ffb84cbe35c0fbc-p_e.jpg,33.62713,-112.05181,,,,,,17017
"1016 E Village Circle Dr S, Phoenix, AZ 85022",427000.0,2.0,3.0,1746.0,7/15/2020,https://photos.zillowstatic.com/fp/6606810f52632652eb4d5cf0f84374a3-p_e.jpg,33.62713,-112.05181,,,,,,85022
"301 E Acapulco Ln, Phoenix, AZ 85022",395000.0,2.0,4.0,1982.0,7/15/2020,https://photos.zillowstatic.com/fp/81934de10bfd33ab2000e9360bdfb7d8-p_e.jpg,33.62713,-112.05181,,,,,,85022
"1809 E Paradise Ln, Phoenix, AZ 85022",302000.0,2.0,3.0,1612.0,7/15/2020,https://photos.zillowstatic.com/fp/6092a2d71d96d0e4025c2332ff41bda8-p_e.jpg,33.62713,-112.05181,,,,,,85022
"15610 N 22nd St, Phoenix, AZ 85022",233000.0,2.0,2.0,1760.0,7/15/2020,https://photos.zillowstatic.com/fp/68a533747a7b837263c771364392714c-p_e.jpg,33.62713,-112.05181,,,,,,15610
"326 E Anderson Ave, Phoenix, AZ 85022",260000.0,2.0,3.0,1313.0,7/15/2020,https://photos.zillowstatic.com/fp/e5c68c791c6fba0868a1fb91ee039839-p_e.jpg,33.62713,-112.05181,,,,,,85022
"17812 N 5th St, Phoenix, AZ 85022",185000.0,2.0,3.0,1400.0,7/15/2020,,33.62713,-112.05181,,,,,,17812
"838 E Morningside Dr, Phoenix, AZ 85022",200500.0,2.0,2.0,1260.0,7/15/2020,,33.62713,-112.05181,,,,,,85022
"2114 E Sheena Dr, Phoenix, AZ 85022",360000.0,2.5,4.0,2019.0,7/15/2020,,33.62713,-112.05181,,,,,,85022
"12839 N 18th Pl, Phoenix, AZ 85022",327000.0,2.0,3.0,1555.0,7/15/2020,,33.62713,-112.05181,,,,,,12839
"1618 E Villa Maria Dr, Phoenix, AZ 85022",275000.0,2.0,3.0,1326.0,7/14/2020,,33.62713,-112.05181,,,,,,85022
"18013 N 19th Pl, Phoenix, AZ 85022",100000.0,2.0,3.0,2000.0,7/14/2020,,33.62713,-112.05181,,,,,,18013
"2150 E Bell Rd UNIT 1064, Phoenix, AZ 85022",230000.0,2.5,2.0,1196.0,7/14/2020,,33.62713,-112.05181,,,,,,85022
"16825 N 14th St UNIT 88, Phoenix, AZ 85022",214650.0,2.5,2.0,1144.0,7/14/2020,,33.62713,-112.05181,,,,,,16825
"2120 E Danbury Rd, Phoenix, AZ 85022",290000.0,2.0,3.0,1422.0,7/14/2020,,33.62713,-112.05181,,,,,,85022
"1218 E Villa Rita Dr, Phoenix, AZ 85022",358500.0,2.5,3.0,1846.0,7/13/2020,,33.62713,-112.05181,,,,,,85022
"1621 E Beverly Ln, Phoenix, AZ 85022",254250.0,2.0,2.0,1056.0,7/13/2020,,33.62713,-112.05181,,,,,,85022
"225 E Brook Hollow Dr, Phoenix, AZ 85022",475000.0,2.0,4.0,2246.0,7/10/2020,,33.62713,-112.05181,,,,,,85022
"1008 E Charleston Ave, Phoenix, AZ 85022",232000.0,2.0,2.0,1214.0,7/10/2020,,33.62713,-112.05181,,,,,,85022
"1201 E Saint John Rd, Phoenix, AZ 85022",232000.0,3.67,0.0,2242.0,7/10/2020,,33.62713,-112.05181,,,,,,85022
"15801 N 15th Way, Phoenix, AZ 85022",575000.0,4.0,4.0,3176.0,7/10/2020,,33.62713,-112.05181,,,,,,15801
"2114 E Hearn Rd, Phoenix, AZ 85022",322000.0,2.0,4.0,1353.0,7/10/2020,,33.62713,-112.05181,,,,,,85022
"15801 N Moon Valley Dr, Phoenix, AZ 85022",650000.0,3.0,3.0,2459.0,7/9/2020,,33.62713,-112.05181,,,,,,15801
"601 E Helena Dr, Phoenix, AZ 85022",345000.0,2.0,4.0,2201.0,7/9/2020,,33.62713,-112.05181,,,,,,85022
"16829 N 18th Pl, Phoenix, AZ 85022",280000.0,2.0,3.0,1234.0,7/9/2020,,33.62713,-112.05181,,,,,,16829
"240 E Betty Elyse Ln, Phoenix, AZ 85022",192000.0,1.0,2.0,884.0,7/8/2020,,33.62713,-112.05181,,,,,,85022
"16233 N 17th St, Phoenix, AZ 85022",216000.0,1.0,2.0,824.0,7/8/2020,,33.62713,-112.05181,,,,,,16233
"15446 N 1st Pl, Phoenix, AZ 85022",190000.0,3.0,2.0,1225.0,7/8/2020,,33.62713,-112.05181,,,,,,15446
"1720 E Thunderbird Rd UNIT 2003, Phoenix, AZ 85022",165000.0,2.0,2.0,810.0,7/8/2020,,33.62713,-112.05181,,,,,,85022
"1010 E Acoma Dr, Phoenix, AZ 85022",394500.0,2.0,3.0,2393.0,7/8/2020,,33.62713,-112.05181,,,,,,85022
"122 E Muriel Dr, Phoenix, AZ 85022",288905.0,2.0,4.0,2032.0,7/8/2020,,33.62713,-112.05181,,,,,,85022
"2150 E Bell Rd UNIT 1187, Phoenix, AZ 85022",219900.0,2.5,2.0,1196.0,7/8/2020,,33.62713,-112.05181,,,,,,85022
"1234 E Seminole Dr, Phoenix, AZ 85022",425000.0,2.33,0.0,2014.0,7/7/2020,,33.62713,-112.05181,,,,,,85022
"1230 E Villa Maria Dr, Phoenix, AZ 85022",315000.0,2.0,3.0,1635.0,7/6/2020,https://photos.zillowstatic.com/fp/ef0f51f4077c832f8d0a9acefcbb84f5-p_e.jpg,33.62713,-112.05181,,,,,,85022
"12608 N 23rd St, Phoenix, AZ 85022",384000.0,2.0,3.0,1976.0,7/6/2020,https://photos.zillowstatic.com/fp/639d031f73ba98ffe51ac82c49631b0b-p_e.jpg,33.62713,-112.05181,,,,,,12608
"1214 E Michelle Dr, Phoenix, AZ 85022",300000.0,2.0,3.0,1570.0,7/6/2020,https://photos.zillowstatic.com/fp/dc5786be9f42a5e043cc805aa3d80968-p_e.jpg,33.62713,-112.05181,,,,,,85022
"1725 E Camino Del Santo, Phoenix, AZ 85022",819000.0,4.0,6.0,4403.0,7/6/2020,https://photos.zillowstatic.com/fp/f1502b3b5979b3df2e09e7ca75558c7b-p_e.jpg,33.62713,-112.05181,,,,,,85022
"16041 N 23rd Pl, Phoenix, AZ 85022",240000.0,2.0,3.0,1498.0,7/3/2020,https://photos.zillowstatic.com/fp/0baebd8cb725a03ecaa620bc88c23a34-p_e.jpg,33.62713,-112.05181,,,,,,16041
"2116 E Marconi Ave, Phoenix, AZ 85022",315000.0,2.0,3.0,1820.0,7/2/2020,https://photos.zillowstatic.com/fp/43ae3c6af524652414bfec96ef6c92f2-p_e.jpg,33.62713,-112.05181,,,,,,85022
"18428 N 14th St, Phoenix, AZ 85022",605000.0,4.5,5.0,4196.0,7/2/2020,https://photos.zillowstatic.com/fp/a5bf55574564b0eb41e64ec65cd6f8e7-p_e.jpg,33.62713,-112.05181,,,,,,18428
"602 E Campo Bello Dr, Phoenix, AZ 85022",222000.0,2.0,2.0,1195.0,7/2/2020,,33.62713,-112.05181,,,,,,85022
"17445 N 15th Pl, Phoenix, AZ 85022",165000.0,2.0,2.0,1441.0,7/2/2020,,33.62713,-112.05181,,,,,,17445
