index,Zip Code Tabulation Area,Population,Median Age,Household Income,Per Capita Income,Poverty Rate,Population 25 and Over,Rate 25 and Over w/ less than 1st grade,Rate 25 and Over w/ Some or Completed Elementary School,Rate 25 and Over w/ Some or Completed Middle School,Rate 25 and Over w/ Some or Completed High School or Equivalent,"Rate 25 and Over w/ Some college, less than 1 year","Rate 25 and Over w/ Some college, 1 or more years",Rate 25 and Over w/ Associate's degree,Rate 25 and Over w/ Bachelor's degree,Rate 25 and Over w/ Master's degree,Rate 25 and Over w/ Professional school degree,Rate 25 and Over w/ Doctorate degree
28364,82324,227,51,46000,29376,0.105726872,174,0,0,0,0.252873563,0.16091954,0.166666667,0.08045977,0.293103448,0.045977011,0,0
28365,82325,985,56.4,38889,40957,0.088324873,781,0,0,0.006402049,0.354673496,0.076824584,0.137003841,0.116517286,0.202304738,0.051216389,0.006402049,0.04865557
28366,82327,955,38.9,46406,20118,0.116230366,559,0,0,0.071556351,0.470483005,0.082289803,0.135957066,0.071556351,0.089445438,0.078711986,0,0
28367,82329,366,60,34583,25459,0.202185792,295,0,0,0.030508475,0.555932203,0.037288136,0.118644068,0.118644068,0.047457627,0.091525424,0,0
28368,82331,2231,48.8,62381,33920,0.096817571,1691,0,0.009461857,0,0.33885275,0.086339444,0.192193968,0.144884684,0.178001183,0.047900651,0.002365464,0
28370,82334,441,49.3,86094,40947,0.074829932,362,0,0,0.022099448,0.447513812,0.11878453,0.174033149,0.074585635,0.135359116,0.027624309,0,0
28371,82335,49,60.3,41375,23480,0,49,0,0,0,0.408163265,0,0.244897959,0,0,0.346938776,0,0
28372,82336,160,48.2,65875,39146,0,121,0,0,0,0.58677686,0.157024793,0,0.082644628,0.173553719,0,0,0
28373,82401,7585,42.5,52988,27290,0.125115359,5187,0.018315018,0.001542317,0.014459225,0.39290534,0.085405822,0.161364951,0.129747446,0.139386929,0.047619048,0.004241373,0.005012531
28374,82410,2270,49,51316,23121,0.092951542,1675,0,0.00238806,0.019104478,0.395223881,0.087761194,0.2,0.12358209,0.136716418,0.017910448,0.013731343,0.00358209
28375,82411,584,30.4,63750,19853,0.080479452,297,0,0.02020202,0,0.31986532,0.080808081,0.185185185,0.077441077,0.279461279,0.037037037,0,0
28376,82412,523,40.6,59583,25277,0.038240918,336,0,0.029761905,0,0.330357143,0.06547619,0.3125,0.044642857,0.178571429,0.038690476,0,0
28377,82414,15608,46.5,68611,35573,0.064069708,11515,0.002865827,0.001389492,0.001042119,0.276335215,0.076769431,0.175162831,0.113677812,0.214329136,0.10212766,0.014589666,0.021710812
28378,82420,879,36,60694,26275,0.212741752,531,0,0.024482109,0.018832392,0.346516008,0.020715631,0.29566855,0.094161959,0.152542373,0.047080979,0,0
28379,82421,308,46.5,52250,28316,0.201298701,220,0.018181818,0.004545455,0.022727273,0.386363636,0.081818182,0.277272727,0.1,0.090909091,0.018181818,0,0
28381,82423,145,51.1,40833,20863,0.234482759,103,0,0,0,0.417475728,0.077669903,0.194174757,0.27184466,0.038834951,0,0,0
28382,82426,2728,40.1,53393,24179,0.113636364,1843,0.001627781,0.00596853,0.026044493,0.379272925,0.122626153,0.196418882,0.088442756,0.136190993,0.035811177,0.003255562,0.004340749
28383,82428,180,59.2,73438,34543,0.172222222,152,0,0,0,0.085526316,0.144736842,0.210526316,0.184210526,0.296052632,0.078947368,0,0
28384,82430,77,52.5,46563,23012,0.207792208,61,0,0.06557377,0.016393443,0.475409836,0.147540984,0.06557377,0.06557377,0.032786885,0.131147541,0,0
28385,82431,3534,40.5,52837,24245,0.129598189,2359,0,0.018228063,0.004239084,0.36583298,0.10852056,0.217465028,0.096227215,0.113183552,0.069097075,0,0.007206443
28386,82432,256,50.2,39167,19488,0.26171875,189,0,0,0.037037037,0.587301587,0.100529101,0.142857143,0.074074074,0.058201058,0,0,0
28387,82433,957,44.6,55114,27762,0.047021944,693,0,0,0.001443001,0.268398268,0.056277056,0.248196248,0.124098124,0.187590188,0.066378066,0.008658009,0.038961039
28389,82435,12004,41,59645,35551,0.08997001,8140,0,0.005896806,0.013636364,0.34963145,0.091031941,0.146560197,0.114127764,0.154914005,0.091769042,0.02014742,0.012285012
28392,82442,710,54.7,55733,29530,0.049295775,567,0,0.001763668,0.003527337,0.21340388,0.098765432,0.199294533,0.068783069,0.28042328,0.08994709,0.044091711,0
28393,82443,4556,49.5,51467,32425,0.140693591,3489,0,0.00114646,0.003152766,0.326167956,0.100028662,0.194325021,0.140441387,0.147033534,0.064201777,0.010318143,0.013184293
28394,82450,128,68.6,53722,29023,0,128,0,0,0,0.734375,0,0.265625,0,0,0,0,0
28395,82501,19688,36.1,52604,27589,0.144859813,12678,0.002918441,0.007493295,0.007887679,0.410395962,0.087553242,0.187963401,0.112399432,0.129831204,0.03494242,0.01033286,0.008282063
28396,82510,433,30.3,40139,15790,0.249422633,234,0.012820513,0.008547009,0.02991453,0.277777778,0.11965812,0.371794872,0.047008547,0.085470085,0.047008547,0,0
28397,82512,182,59.4,26964,34769,0.318681319,139,0,0,0,0.323741007,0.071942446,0.323741007,0,0.100719424,0.107913669,0.028776978,0.043165468
28398,82513,1585,60.9,43821,33252,0.082018927,1371,0,0,0,0.342086069,0.046681255,0.199854121,0.088986142,0.168490153,0.126914661,0.019693654,0.007293946
28399,82514,1724,26.7,47955,16449,0.273201856,907,0.005512679,0.003307607,0.015435502,0.51047409,0.065049614,0.219404631,0.089305402,0.065049614,0.025358324,0,0.001102536
28400,82515,500,35.8,53438,21806,0.088,308,0,0,0.003246753,0.415584416,0.123376623,0.178571429,0.103896104,0.155844156,0.016233766,0.003246753,0
28401,82516,486,47.3,47708,19084,0.144032922,330,0,0.012121212,0.033333333,0.436363636,0.03030303,0.272727273,0.063636364,0.1,0.021212121,0.015151515,0.015151515
28402,82520,13545,39.6,58869,29130,0.101882614,9246,0.011572572,0.004542505,0.008976855,0.323923859,0.064676617,0.160718148,0.106748864,0.199221285,0.084360805,0.025632706,0.009625784
28403,82523,885,43.1,62557,26903,0.133333333,603,0,0,0.008291874,0.373134328,0.099502488,0.154228856,0.104477612,0.172470978,0.087893864,0,0
28404,82601,28830,35.2,56428,31656,0.096080472,19358,0.001549747,0.004700899,0.009195165,0.364397148,0.096342597,0.189534043,0.123308193,0.136326067,0.053259634,0.013379481,0.008007026
28405,82604,27148,37.7,64682,32156,0.079600707,18614,0.004082948,0.000376061,0.004566455,0.360051574,0.097560976,0.203072956,0.111314065,0.142903191,0.056140539,0.010475986,0.009455249
28406,82609,17656,37,65615,37099,0.1099343,11605,0.011977596,0.001723395,0.001206377,0.290995261,0.073933649,0.186557518,0.134166308,0.183541577,0.084446359,0.020163723,0.011288238
28409,82633,9933,40.5,65121,32455,0.087184134,6673,0.001498576,0.0088416,0.026075229,0.426644688,0.07792597,0.155102652,0.127079275,0.119286678,0.043308857,0.008392028,0.005844448
28410,82635,172,52.8,36429,23913,0.226744186,138,0,0,0,0.608695652,0.02173913,0.333333333,0,0.036231884,0,0,0
28411,82636,4485,35.2,57791,34745,0.080490524,3047,0.00590745,0,0.022645225,0.349852314,0.115523466,0.201837873,0.127994749,0.125369216,0.041680341,0.003281917,0.00590745
28412,82637,4080,38.5,62854,31146,0.070343137,2835,0,0.011992945,0.021516755,0.497707231,0.051499118,0.169312169,0.086419753,0.113580247,0.041622575,0.004938272,0.001410935
28414,82639,847,40,45000,31578,0.114521842,536,0,0.055970149,0.005597015,0.347014925,0.041044776,0.246268657,0.106343284,0.175373134,0.005597015,0,0.016791045
28416,82642,53,57.7,33750,28145,0,50,0,0,0,0.6,0.18,0.12,0,0.1,0,0,0
28417,82643,358,53.2,50833,26316,0.041899441,290,0,0.027586207,0.013793103,0.575862069,0.024137931,0.175862069,0.093103448,0.055172414,0.034482759,0,0
28418,82644,1722,37,43750,26971,0.163182346,1201,0.000832639,0,0.013322231,0.506244796,0.050791007,0.207327227,0.149042465,0.041631973,0.03080766,0,0
28421,82649,995,46.3,44306,28700,0.12160804,712,0,0,0.02247191,0.422752809,0.081460674,0.258426966,0.071629213,0.092696629,0.036516854,0.009831461,0.004213483
28422,82701,5486,41.8,55192,29120,0.174079475,3835,0.005215124,0.00547588,0.01095176,0.374706649,0.110039113,0.178878748,0.120469361,0.140808344,0.044328553,0.004172099,0.004954368
28424,82711,122,40.4,152727,38384,0,76,0,0,0,0.473684211,0,0.118421053,0,0.407894737,0,0,0
28425,82712,251,67.9,50682,23022,0.123505976,250,0,0,0,0.3,0,0.432,0.004,0.26,0.004,0,0
28428,82716,17823,34.6,71047,31787,0.104752286,11326,0.001765848,0.005120961,0.024545294,0.430160692,0.104008476,0.208370122,0.097651422,0.101183118,0.018629702,0.007504856,0.001059509
28429,82718,26340,32.4,84755,34024,0.117615793,16498,0.001394108,0.003333737,0.012789429,0.357316038,0.090253364,0.180627955,0.110134562,0.184689053,0.040126076,0.013092496,0.006243181
28430,82720,834,45.6,49531,36764,0.164268585,665,0,0,0.066165414,0.365413534,0.046616541,0.22406015,0.084210526,0.156390977,0.046616541,0.004511278,0.006015038
28431,82721,3077,32.1,78721,29765,0.037049074,1839,0,0.026101142,0.009244154,0.289287656,0.119630234,0.163675911,0.219140837,0.13050571,0.038064165,0,0.00435019
28433,82725,630,44.4,69392,26158,0.153968254,491,0,0,0,0.521384929,0.026476578,0.234215886,0.217922607,0,0,0,0
28434,82727,1003,37,77431,36119,0,802,0,0,0,0.396508728,0,0.168329177,0.233167082,0.201995012,0,0,0
28435,82729,2671,47.4,56458,32914,0.074878323,1909,0,0,0.007857517,0.349921425,0.069669984,0.265584075,0.055002619,0.151388161,0.062860136,0.026191723,0.011524358
28436,82730,1531,47.5,41667,29973,0.150881777,1108,0,0,0.041516245,0.507220217,0.030685921,0.14801444,0.084837545,0.125451264,0.045126354,0.017148014,0
28438,82732,1823,38.4,80250,37531,0.070213933,1249,0,0.022417934,0,0.546036829,0.037630104,0.198558847,0.060048038,0.081665332,0.053642914,0,0
28439,82801,25537,41.3,57875,34098,0.055370639,17986,0.001556766,0.000722784,0.011898143,0.273434894,0.088457689,0.209162682,0.104080952,0.165072834,0.102412988,0.028188591,0.015011676
28441,82832,796,58.8,121071,54986,0.136934673,611,0,0,0,0.247135843,0.047463175,0.402618658,0.090016367,0.106382979,0.055646481,0,0.050736498
28443,82834,7487,45.8,55391,35293,0.109656738,5460,0,0.0003663,0,0.337912088,0.0996337,0.182600733,0.084615385,0.193223443,0.085897436,0.014652015,0.001098901
28444,82835,253,48.4,51250,31702,0.134387352,187,0,0,0,0.513368984,0.021390374,0.144385027,0.069518717,0.165775401,0.085561497,0,0
28445,82836,908,50.3,60086,34261,0.056167401,662,0.001510574,0,0.006042296,0.33081571,0.045317221,0.175226586,0.096676737,0.20694864,0.099697885,0.028700906,0.009063444
28446,82837,59,38.3,43125,24892,0.440677966,44,0,0,0,0.318181818,0.181818182,0.204545455,0.136363636,0.159090909,0,0,0
28447,82838,248,59.2,95000,47468,0,217,0,0,0,0.239631336,0.036866359,0.414746544,0.046082949,0.142857143,0.02764977,0.013824885,0.078341014
28448,82839,1367,35.9,60799,24800,0.093635699,821,0,0,0.023142509,0.380024361,0.007308161,0.231425091,0.183922046,0.126674787,0.040194884,0,0.007308161
28449,82842,639,53.4,48045,25563,0,532,0,0,0,0.161654135,0.026315789,0.381578947,0.206766917,0.065789474,0.035714286,0.122180451,0
28452,82901,29321,32.8,75466,32588,0.116844582,18372,0.003102547,0.013498803,0.007402569,0.415795776,0.077182669,0.146745047,0.109568909,0.150990638,0.053069889,0.01164816,0.010994992
28453,82922,229,67.3,61888,48880,0,229,0,0,0,0.436681223,0,0.15720524,0.021834061,0.227074236,0.15720524,0,0
28457,82930,14183,35.9,55006,25548,0.150955369,8912,0.007293537,0.003478456,0.016943447,0.457024237,0.092235189,0.171005386,0.103343806,0.098070018,0.039833932,0.007517953,0.003254039
28458,82932,272,38.8,35568,34618,0.125,191,0,0,0,0.32460733,0.015706806,0.214659686,0.052356021,0.392670157,0,0,0
28459,82933,435,41.2,83844,36003,0.029885057,336,0,0,0,0.505952381,0.133928571,0.139880952,0.12797619,0.092261905,0,0,0
28461,82935,13002,37.1,69989,33101,0.130056914,8619,0.008353637,0.005453069,0.004176819,0.359902541,0.11219399,0.170089338,0.121243764,0.156746722,0.045828982,0.008353637,0.007657501
28463,82937,4375,34.5,79149,31188,0.053714286,2690,0.013754647,0,0.001486989,0.428624535,0.149070632,0.133085502,0.132713755,0.099256506,0.035687732,0.003717472,0.00260223
28465,82939,1519,31.3,57667,26107,0.107307439,926,0,0,0,0.440604752,0.051835853,0.178185745,0.074514039,0.193304536,0.061555076,0,0
28466,82941,5215,37.4,77778,28923,0.078427613,3519,0,0,0,0.352372833,0.054276783,0.210855357,0.114805342,0.181301506,0.062801932,0.023586246,0
28468,82943,261,56.2,36441,28795,0,211,0,0,0,0.421800948,0.170616114,0.260663507,0,0.066350711,0.08056872,0,0
28470,82945,349,37.8,56250,29351,0.12034384,232,0,0.021551724,0.004310345,0.49137931,0.094827586,0.237068966,0.081896552,0.051724138,0.017241379,0,0
